
SEE CONTEXT: CLICK ON WORD OR SELECT WORDS + [CONTEXT]   [HELP...]	  ?   
 			FREQ	 
794		 TIE	4	
795		 TEXAS	4	
796		 TEXT	4	
797		 12	4	
798		 1999	4	
799		 1992	4	
800		 1994	4	
801		 1996	4	
802		 1987	4	
803		 ACROSS	4	
804		 ABILITY	4	
805		 2005	4	
806		 6	4	
807		 7	4	
808		 70S	4	
809		 8	4	
810		 8-A	4	
811		 ANGELES	4	
812		 ANIMALS	4	
813		 ANSWER	4	
814		 ANTI-THE	4	
815		 ANYWHERE	4	
816		 ARIZONA	4	
817		 AREAS	4	
818		 ALIVE	4	
819		 ALL-THE	4	
820		 AGENCY	4	
821		 AFTER	4	
822		 CALLS	4	
823		 BUSINESSES	4	
824		 BUILT	4	
825		 BREATH	4	
826		 BRIDGE	4	
827		 BRIGADE	4	
828		 BOTTOM	4	
829		 BOTH	4	
830		 BOOM	4	
831		 BENEFIT	4	
832		 BILL	4	
833		 BELOW	4	
834		 BEDROOM	4	
835		 BECOME	4	
836		 BEGAN	4	
837		 BEGINNING	4	
838		 BAR	4	
839		 AS	4	
840		 BACK-TO-THE	4	
841		 BALANCE	4	
842		 CHANNEL	4	
843		 CHARGE	4	
844		 CATEGORY	4	
845		 CHAIR	4	
846		 COMPETITION	4	
847		 CLOTHES	4	
848		 CLOCK	4	
849		 CLONING	4	
850		 COLD	4	
851		 COALITION	4	
852		 CONCERNS	4	
853		 CONCRETE	4	
854		 COMPONENTS	4	
855		 COMPUTER	4	
856		 CONTEXT	4	
857		 CONTRACT	4	
858		 DENSITY	4	
859		 DEPRESSION	4	
860		 DESERT	4	
861		 DARKNESS	4	
862		 DAMAGE	4	
863		 DANGER	4	
864		 DAVIS	4	
865		 COSTS	4	
866		 COULD	4	
867		 COUNTY	4	
868		 CULTURES	4	
869		 DIRECTIONS	4	
870		 DIFFICULT	4	
871		 DISCOVERY	4	
872		 DIVERSITY	4	
873		 DRESS	4	
874		 INCOME	4	
875		 INDEED	4	
876		 INDIVIDUALS	4	
877		 IMMEDIATELY	4	
878		 HUNTERS	4	
879		 HUMOR	4	
880		 HUSBAND	4	
881		 INTO	4	
882		 IRAQ	4	
883		 INVOLVED	4	
884		 INGREDIENTS	4	
885		 INITIATIVE	4	
886		 INSTRUMENT	4	
887		 ISLANDS	4	
888		 LANGUAGE	4	
889		 LAWN	4	
890		 LAUGHTER	4	
891		 LAWYER	4	
892		 LEADERS	4	
893		 LEARNING	4	
894		 LIFESTYLE	4	
895		 LEGS	4	
896		 LESSON	4	
897		 LETTERS	4	
898		 LOCATION	4	
899		 LODGE	4	
900		 MALE	4	
901		 MARK	4	
902		 LOVED	4	
903		 LUCK	4	
904		 MACHINES	4	
905		 MEMORIES	4	
906		 MEAN	4	
907		 MATTERS	4	
908		 MISTAKE	4	
909		 MOVIES	4	
910		 MOUNTAINS	4	
911		 FOODS	4	
912		 FORCES	4	
913		 FOLLOWING	4	
914		 FLOW	4	
915		 FIND	4	
916		 FILE	4	
917		 FINE	4	
918		 FINGERS	4	
919		 FLORIDA	4	
920		 FEBRUARY	4	
921		 FELT	4	
922		 FAILURES	4	
923		 EXPRESSION	4	
924		 FARMERS	4	
925		 FANS	4	
926		 FARM	4	
927		 FAITH	4	
